nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
meliá valencia,españa,habitación meliá,1,pareja,hotel con excelentes prestaciones,"el personal atento y muy eficiente. las camas, mobiliarios, almohadas. parking cómodo","el baño se notaba la falta de mantenimiento, no son habitaciones insonorizadas, aunque tampoco molestaba mucho.",8.0,2026-02-14,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,excepcional,llevo muchos años alojándome en este hotel desde sus principios hilton es todo muy confortable y comodo,el room service ha bajado un poco el sandwich club muy muy flojo,10.0,2026-02-10,fabuloso
meliá valencia,españa,habitación meliá,2,pareja,fin de semana en valencia.,"amplitud de la habitación y baño. el spa, muy completo y a buen precio para los clientes del hotel, aunque lo gestione una empresa ajena. el desayuno es muy variado. un hotel con muy buenos servicios y estancias, como por ejemplo la coctelería varsovia, perfecta para tomar un cóctel sin salir del hotel.","un meliá de cuatro estrellas debe aportar accesorios de baño como gorro de ducha, por ejemplo. no hay enchufes en el baño. y un detalle que resulta extraño en un hotel de esta categoría: que aunque dejes la toalla para cambiar...no lo hagan y la vuelvan a colocar para su uso.",9.0,2026-02-09,fabuloso
meliá valencia,españa,habitación meliá,1,familia,excepcional,la estancia fue cortita por qué íbamos a un concierto pero la calidad del desayuno fue exquisita y el trato del personal en todo momento.,nada cara con mano sobre la boca,10.0,2026-02-08,fabuloso
meliá valencia,españa,habitación meliá,2,persona que viaja sola,muy bien,espacioso y personal muy atento,el buffet se podría mejorar,8.0,2026-02-02,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,bien,todo me ha gustado,todo me ha gustado,9.0,2026-02-01,fabuloso
meliá valencia,españa,habitación meliá,2,persona que viaja sola,un hotel para repetir,todo excelente como siempre,todo me gustó,10.0,2026-02-01,fabuloso
meliá valencia,españa,habitación meliá,2,grupo,un hotel de lujo,todo me encantó,,10.0,2026-02-01,fabuloso
meliá valencia,españa,habitación meliá,2,familia,bien pero puede estar mejor ya que es un hotel 5 estrellas,la cama y las almohadas,"no tiene para conectar la plancha de cabello en el baño además que hay un tema con la presión de agua de la ducha que el agua sale caliente y fría sin que toques la llave del agua, esta es la segunda vez que me pasa lo mismo...",9.0,2026-01-18,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,cómoda,comodidad e iluminación,hubo una toalla sucia,9.0,2026-01-16,fabuloso
meliá valencia,españa,habitación meliá,4,pareja,excepcional,limpio organizado buena atención la habitación super amplia y completa,,10.0,2026-01-13,fabuloso
meliá valencia,españa,habitación meliá,3,pareja,buena estancia,"un clásico de valencia con años, pero la verdad que muy amplio y confortable.",el trato del personal de recepción,8.0,2026-01-12,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,persona que viaja sola,buenas habitaciones,muy buenas habitaciones,nada,8.0,2026-01-10,fabuloso
meliá valencia,españa,alojamiento the level supreme,1,pareja,fantástico,,el servicio de apertura de cama no revisó los nombres de las personas que estaban y nos dejó un amenite de higiene femenina,9.0,2026-01-07,fabuloso
meliá valencia,españa,habitación meliá,1,familia,excepcional,el living,,10.0,2026-01-01,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,familia,genial para viaje de negocios,todo,nada,10.0,2026-01-01,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,3,familia,excelente,habitacion amplia y desayuno,,10.0,2025-12-29,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,grupo,fantástico,es un bonito hotel,"no limpian bien, había polvo; tampoco cambian las toallas; no limpiaron la taza que usé para el té",9.0,2025-12-28,fabuloso
meliá valencia,españa,habitación meliá,1,familia,muy bien,desayuno y diseño de la habitación,el spa no está incluido en el precio de la habitacion,8.0,2025-12-28,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,familia,buena opción,"desayuno increíble y muy variado. personal amable. habitación espaciosa, limpia y cama cómoda. buena experiencia en general.",,9.0,2025-12-27,fabuloso
meliá valencia,españa,alojamiento the level supreme,3,persona que viaja sola,expectacular.,"el desayuno muy buenos y con gran variedad de comida. el servicio y atención al cliente, muy atentos y amables. habitaciones insonorizadas, las camas muy cómodas.","no tengo ninguna queja. toda la estancia más que bien, súper bien.",10.0,2025-12-22,fabuloso
meliá valencia,españa,habitación supreme,1,familia,fantástico,"el hotel es nuevo , súper cómodo, habitaciones amplias y muy bien decoradas.",,9.0,2025-12-15,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,persona que viaja sola,excepcional,todo es impresionante,,10.0,2025-12-14,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,familia,fantástico,"es un muy buen hotel. me alojé en el piso 14 y las vistas eran geniales. la cama, muy cómoda. el desayuno, excelente y variado. párking con puntos de recarga de vehículo eléctrico. habitación amplia. ascensores rápidos.","no se le puede sacar pegas, la verdad.",9.0,2025-12-13,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,hotel con calidad y habitaciones amplias,la calidad de la habitación,el excesivo precio del parking aparcamiento .,9.0,2025-12-12,fabuloso
meliá valencia,españa,habitación meliá,1,familia,fin de semana en valencia!!,"la cordialidad del personal, la calidad de la comida, las habitaciones cómodas y grandes. tiene un bar genial",está un poco alejado del centro de la ciudad pero súper práctico para otras cuestiones,10.0,2025-12-09,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,persona que viaja sola,magnífica estancia pero darle una vuelta a poder ir con niños de 12 años en adelante al spa,"la habitación, el desayuno y la atención del personal",no poder ir al spa xq mi hijo no tiene 16 años,9.0,2025-12-08,fabuloso
meliá valencia,españa,habitación meliá,2,pareja,fantástico,,no me dejaron anular la reserva sin cargo.,9.0,2025-12-04,fabuloso
meliá valencia,españa,habitación supreme,1,grupo,viaje de trabajo a valencia,"en la entrada de la ciudad, hotel que da gusto estar. muy buen desayuno habitación muy cómoda, limpia y bien pensada.",ninguna objeción,10.0,2025-12-03,fabuloso
meliá valencia,españa,habitación meliá,2,pareja,excelente,"fuimos para celebrar un aniversario, y estuvieron en cada detalle para que todo fuera excelente.",,10.0,2025-12-03,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,excepcional,el gimnasio equipado excepcional mas el spa un gran gran plus!,,10.0,2025-12-03,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,bien,la habitación y el spa acorde a las estrellas del hotel. aunque la decoración de las habitaciones esta un poco obsoleta.,en el desayuno pedimos la opción sin gluten para una persona celiaca y nos ofrecieron algo de pan y bollería. tardaron 20 minutos en traer dos tostadas de pan de molde y dos paquetes de schar de bollería industrial.,8.0,2025-12-03,fabuloso
meliá valencia,españa,alojamiento the level supreme,2,persona que viaja sola,cerca del palacio de congresos,"buen lugar para ir por la zona del palacio de congresos, rapidez en la recepción y adecuación a las necesidades. plazas de parking amplias y numerosas.","no poder disfrutar de los servicios que ofrece, que son numerosas, no por culpa de ellos, sino mía por los horarios de reuniones.",9.0,2025-11-28,fabuloso
meliá valencia,españa,alojamiento the level supreme,3,persona que viaja sola,fantástico,,el buffet edad un poco escaso de variedad,9.0,2025-11-26,fabuloso
meliá valencia,españa,habitación meliá,1,persona que viaja sola,volveré,la habitación espectacular y el personal muy amable,,10.0,2025-11-24,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,grupo,muy bien,estaba súper bien equipa la habitación !!!,el desayuno bufet es mega caro y no tiene nada especial excepto la fruta que era muy muy buena,8.0,2025-11-24,fabuloso
meliá valencia,españa,habitación meliá con vistas - 2 camas individuales,2,persona que viaja sola,una estancia inolvidable,el hotel completamente y el desayuno muy surtido y bueno,todo me gustó,10.0,2025-11-23,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,fantástico,el gimnasio súper amplio y completo,,9.0,2025-11-23,fabuloso
meliá valencia,españa,habitación meliá con vistas - 1 cama extragrande,1,pareja,muy bien,habitación amplia y cómoda. ubicación cerca recinto ferial,te hacen hacer el check-in online para no esperar colas y luego resulta que para recoger las llaves tienes que hacer la cola del check-in. tienen un servicio de carga para coches eléctricos que cuesta más caro que la gasolina.,8.0,2025-11-16,fabuloso
meliá valencia,españa,habitación meliá,2,familia,tremendo hotel de cache,esta localizado en un sitio de bares y cerca de transportacion publica para llegar al centro. hay estacionamientos gratis de mas en los alrededores. siempre nos sentimos seguro dentro y fuera del hotel.,,10.0,2025-11-15,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,excelente,la elegancia en todo,todo perfecto,10.0,2025-11-12,fabuloso
meliá valencia,españa,habitación familiar,2,familia,excelente calidad precio,"el tamaño de la habitación, y la amabilidad del personal del hotel, desde el de recepción, limpieza, y las personas encargadas de hacerte fácil el buffet del desayuno",algunos alimentos de platos calientes estaban fríos,10.0,2025-11-10,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,familia,excepcional,todo en general,nada.,10.0,2025-11-10,fabuloso
meliá valencia,españa,habitación meliá con vistas - 2 camas individuales,2,familia,me alegro cara feliz con ojos sonrientes,cómodo.. bonito.... grande . vista fuego,,10.0,2025-11-10,fabuloso
meliá valencia,españa,habitación doble premium,2,persona que viaja sola,excepcional,desayuno tipo buffet muy completo y variado,el spa lo gestiona una empresa externa al hotel y no les pertece.,10.0,2025-11-10,fabuloso
meliá valencia,españa,habitación meliá,1,familia,fantástico,,la climatización un poco fría,9.0,2025-11-02,fabuloso
meliá valencia,españa,habitación meliá con vistas - 2 camas individuales,1,persona que viaja sola,"muy, pero que muy correcto","el personal de recepción, joaquín, carmen, manuel, todo lo hacen fácil.",,8.0,2025-10-23,fabuloso
meliá valencia,españa,alojamiento the level supreme,2,grupo,buen hotel,"habitaciones amplias, en el caso de las luxury, poder tener el salón con bebidas y comida fue un puntazo.",el baño podría ser más moderno. piscina pequeña para el volumen de habitaciones precios de los masajes caros.,9.0,2025-10-22,fabuloso
meliá valencia,españa,habitación meliá,3,grupo,muy bien,un hotel de mucho nivel,había policía vigilando a un equipo israelí y era molesto .,8.0,2025-10-18,fabuloso
meliá valencia,españa,habitación meliá con vistas - 1 cama extragrande,2,grupo,genial,genial,todo bien,8.0,2025-10-16,fabuloso
meliá valencia,españa,suite junior supreme the level,3,pareja,gran viaje mejor hotel,es un hotel increíble,nada,9.0,2025-10-15,fabuloso
meliá valencia,españa,habitación meliá,2,familia,fantástico,instalaciones y alimentación,piscina pequeña,9.0,2025-10-04,fabuloso
meliá valencia,españa,habitación meliá,2,pareja,expectativas superadas,"la habitación, cómoda y muy grande",la comida,8.0,2025-10-03,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,muy bien,ubicación buena,"moqueta en pasillos y habitación , me disparó la alergia",8.0,2025-09-29,fabuloso
meliá valencia,españa,habitación meliá,2,pareja,excepcional,la comida y el servicio de los empleados,que no sean camas de matrimonio,10.0,2025-09-24,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,excepcional,todo perfecto cara feliz con ojos sonrientes,,10.0,2025-09-21,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,funcionalidad.,habitación espaciosa.,moqueta en los suelos.,8.0,2025-09-13,fabuloso
meliá valencia,españa,habitación meliá con vistas - 2 camas individuales,2,familia,servicio y calidad excelentes,"el trato, las instalaciones, la limpieza. todo.",,10.0,2025-09-08,fabuloso
meliá valencia,españa,habitación meliá,2,pareja,muy bien,la ubicación,no se podían abrir las ventanas y ventilar las habitaciones y olía a humedad,8.0,2025-08-31,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,5,familia,muy bien,"el personal del hotel, muy amable y considerado.","el día que llegamos, la habitación y sobre todo el baño no estaba muy limpio. la piscina, muy muy pequeña, la verdad y puntualmente no era posible bañarse por demasiada afluencia de gente.",8.0,2025-08-23,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,15,familia,excepcional,"la habitación , las vistas","la piscina, muy pequeña atiborrada de gente parecia una piscina infantil",10.0,2025-08-18,fabuloso
meliá valencia,españa,alojamiento the level supreme,1,familia,"impecable calidad, precio y trato.","no puedo decir cual fue lo que mas me gustó porque en general fue todo excepcional. el trato en la level con una chica que creo que se lllamaba claudia en la recepción,desde luego inmejorable. comida abundante y rica. todo genial. recomendado 100x100 en todo.",,10.0,2025-08-17,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,4,pareja,"muy cómodo, volveremos a repetir",todas las zonas comunes y la habitación,,10.0,2025-08-15,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,personal muy top,"el ambiente, el baño de la habitación y la habitación en general. la entrada es muy bonita. el personal muy, muy amable y majo.","la piscina, demasiado pequeña.",9.0,2025-08-14,fabuloso
meliá valencia,españa,habitación meliá con vistas - 2 camas individuales,1,grupo,perfecto,todo,nada,10.0,2025-08-10,fabuloso
meliá valencia,españa,suite junior,2,familia,disconfort,"la atención de las chicas en recepción en el momento en que llegue; encantadoras atentas; sonrientes, la ubicación céntrica del hotel; me habría encantado estar más tiempo para disfrutar de la piscina","para haber contratado una suite debería estar impoluta; los tiradores de las puertas rotas y sin ellos; las puertas descuadradas que no encajaban y tenía que alzarla para cerrarlas; mosquitos tanto en la habitación como el baño  mosquitos a rabiar . una de las camareras de la cafetería diagonal a la recepción; con poca empatía, 3 veces le solicité un café con leche vegetal y las 3 fue fatal y ya la última me trajo leche entera!!!! la comunicación entre las chicas de la cafetería del desayuno con la citada previamente no es nada buena! se esquivan un simple café! los albornoz no los cambiaron y los dejaron mojados enrollados sobre el borde de la bañera a pesar de que serían 3 noches",8.0,2025-08-10,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,un fin de semana distinto,moderno y cómodo,mucho trasiego de gente,9.0,2025-08-09,fabuloso
meliá valencia,españa,habitación meliá,1,familia,fantástico,una experiencia única recomendable,,9.0,2025-08-09,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,mejor opción en valencia,el personal y la habitación.,"la piscina, aunque agradable y limpia, un poco pequeña para lo grande que es el hotel y el número de huéspedes.",9.0,2025-08-07,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,persona que viaja sola,excepcional,el tamaño de la habitación es perfecta. y tanto el desayuno como la cena muy variado.,"hay un espacio de juegos para niños, pero si fuera posible me gustaría añadir un pequeño parque al aire libre para los más pequeños.",10.0,2025-08-06,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,3,pareja,excepcional,"la habitación era una gozada, cuando vas fuera siempre buscas sentirte como en casa y sin duda aquí fue el caso.",todo increíble,10.0,2025-08-06,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,familia,"fantástico, pero por favor la camarera de la piscina es tóxica, que la escondan!!!!","el desayuno y el personal que lo gestiona, una maravilla...","la camarera de la piscina es una mal educada y tienen botellas de exposición falsas, además te lo dice a la cara , la déspota, y te dice que eso es falso. tienen de exposición muchas botellas buenas y caras y realmente te sirven el alcohol de garrafón más barato de valencia. no entiendo que un hotel de estas características tenga a esa personal dando la cara en uno de los rincones más solicitados del hotel y con esa exposición de botellas falsas...",9.0,2025-07-28,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,pareja,excepcional,muy lindo,un poco lejos del centro pero muy bien,10.0,2025-07-27,fabuloso
meliá valencia,españa,habitación doble premium,2,grupo,excepcional,"excelente servicio, habitación muy limpia y cómoda, las instalaciones son preciosas.",,10.0,2025-07-21,fabuloso
meliá valencia,españa,habitación supreme,3,familia,fantástico,,demasiado lejos del centro,9.0,2025-07-20,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,muy contenta,"todo, es nuy comodo y las instalaciones son super nuevas, la piscina era un poco pequeña pero se equilibra con el spa que tiene en la tercera planta que la verdad es pequeño pero de los spas mas completos a los que he ido. la zona está genial para ir a cenar. la habitación super grande y las camas cómodas, además apenas se notaba el ruido de fuera.",la piscina que como digo era un poco pequeña y al haber nucha gente y ser tan pequeña estaba un poco sucia el agua.,9.0,2025-07-20,fabuloso
meliá valencia,españa,habitación meliá,2,familia,fantástico,en general la limpieza y tamaño de las habitaciones.,tres ascensores son insuficientes para 26 pisos. en algunos momentos se colapsan. pocos enchufes eléctricos en el garaje .,9.0,2025-07-17,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,persona que viaja sola,fantástico,"excelentes instalaciones, buena habitación. excelente ubicación, piscina que ayuda con el tiempo actual",nada,9.0,2025-07-16,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,pareja,estancia acorde a las expectativas,"desayuno completo y gimnasio muy bien equipado. la zona de hamacas de piscina un poco justa para las dimensiones del hotel, pero agradable, la atención del personal muy buena.",,9.0,2025-07-06,fabuloso
meliá valencia,españa,habitación supreme,1,pareja,excepcional,la reserva era para una noche de bodas y el hotel tuvo hasta el detalle de una botella de cava en la habitación de regalo .. el personal súper atento y amables excelente,,10.0,2025-06-30,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,familia,excepcional,el área de la piscina,me parece la comida del restaurante muy cara,10.0,2025-06-29,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,pareja,satisfecho,espacio,muchos grupos,8.0,2025-06-24,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,excepcional,la cama muy cómoda,en realidad nada todo estuvo perfecto,10.0,2025-06-22,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,3,persona que viaja sola,excepcional,,,10.0,2025-06-22,fabuloso
meliá valencia,españa,alojamiento the level supreme,3,familia,excepcional,"el personal ha sido super atento y con ganas de hacerlo todo fácil. el hotel se ve limpio, ordenado, sin ruidos. las habitaciones son amplias aunque sin exagerar y con muy buena climatización. justo delante del palacio de congresos y cerca del metro  5min  por lo que me resultó muy cómodo. para repetir seguro.",no hay comentarios negativos,10.0,2025-06-19,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,persona que viaja sola,"buena ubicación para congresos. lejos del centro pero excelente hotel, buen servicio y habitaciones","muy buen desayuno , la habitación confortable y espaciosa.",creo que todo estaba bien,9.0,2025-06-19,fabuloso
meliá valencia,españa,habitación meliá con vistas - 1 cama extragrande,1,pareja,excepcional,desayuno y habitación en opción  level  son fantásticos.,todo bien,10.0,2025-06-17,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,familia,decepción y solución de problema con nota sobresaliente. muy satisfechos con el trato recibido.,cuando llegamos a la habitación olía mucho a tabaco y en recepción fueron muy simpáticos y comprensivos y nos cambiaron a otra donde las vistas y estáncia fueron fabulosas.,la impresión al entrar a la primera habitación que tras resolverse el problema cambio radicalmente a favor del hotel,10.0,2025-06-17,fabuloso
meliá valencia,españa,habitación meliá,1,grupo,genial,la amplitud y servicios,,10.0,2025-06-16,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,fantástico,la cama muy comoda.,,9.0,2025-06-14,fabuloso
meliá valencia,españa,habitación meliá,1,familia,muy bien,,la piscina es muy pequeña,8.0,2025-06-12,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,pareja,excepcional,"precioso hotel, muy completo y moderno. piscina pequeña pero suficiente para relax. zonas comunes para descansar. personal muy amable",alejado del centro pero con buena red de transporte. ideal para eventos en palacio de congresos,10.0,2025-06-09,fabuloso
meliá valencia,españa,habitación meliá,1,familia,fantástico,el trato recibido,en el baño no hay ningún enchufe,9.0,2025-06-08,fabuloso
meliá valencia,españa,suite junior supreme the level,1,familia,muy buena,las instalaciones la limpieza el personal,el restaurante poco costoso para la calidad de la comida,10.0,2025-06-03,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,muy bien,instalaciones y personal.,"para el precio y la ubicación, la habitación no me gustó. era como un búnker , no se podía ver por la ventana por alta y por suciedad de sus cristales. me pareció incómoda y poco actualizada.",8.0,2025-06-01,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,muy buena,el personal es excelente,"ubicacion buena, pero mucho tráfico   ruido",8.0,2025-05-31,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,excepcional,las camas y las sábanas.... super,,10.0,2025-05-29,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,"el hotel genial, pero la previsión de entrada fatal.",las instalaciones y la habitación. buena relación calidad-precio.,"llegamos a la hora de entrada prevista y nuestra habitación no estaba lista. esperamos 50 minutos en recepción. no entendimos esta falta de previsión en un hotel de estas características... nos invitaron a un café en el bar para compensar las molestias, pero yo lo que realmente necesitaba era estar en mi habitación, teníamos que prepararnos para un evento y esto nos supuso un retraso importante...",8.0,2025-05-26,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,excepcional,"instalaciones inmejorables, un trato super atento tanto por parte de recepción como por el personal del bar. repetiría sin lugar a dudas!",,10.0,2025-05-25,fabuloso
meliá valencia,españa,habitación meliá con vistas - 1 cama extragrande,2,pareja,excepcional,todo,nada,10.0,2025-05-21,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,muy bien,todo en general,algo alejado del centro,8.0,2025-05-21,fabuloso
meliá valencia,españa,habitación meliá,1,familia,perfecto,la atención del personal del desayuno y de recepcion.,la cuna que solicitamos era una cuna de viaje y estaba bastante dejada con el unico colchoncito que trae la misma cuna y ya,10.0,2025-05-16,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,hotel que superó mis expectativas,"nos gustó todo: una habitación espaciosa diseñada con gusto, las instalaciones del hotel, la amabilidad del servicio, un desayuno variado y de buena calidad,...",la cortina de la habitación estaba un poco suelta - allí faltaba un poco de mantenimiento.,10.0,2025-05-12,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,3,pareja,fantástico. es para ir siempre a este hotel.,"ubicación y vistas espectaculares. súper limpio, personal muy atento y respetuoso, delicadeza y exquisitez en el trato. fabuloso",que no hay enchufe en el baño,10.0,2025-05-09,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,3,familia,fantástico,el desayuno estuvo genial todos los días. sólo que el primer día nos dijeron que no podían ponernos juntas a las ocho personas que ibamos. luego si que nos pusieron juntos.,,9.0,2025-05-08,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,excepcional,"todo, muy comodo, volveria sin duda",,10.0,2025-05-07,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,la mejor luna de miel en el mejor hotel de valencia,"me encantó la habitación con la bañera de hidromasaje y el spa lo amé,el hotel está hermoso y super limpio,la atención es 1000 10,me dejaron un lindo detalle porq yo dije q íbamos de luna de miel,la cena super rica y con mucha variedad al igual que el desayuno.me pedí un sándwich en la noche y estaba super grande, en realidad eran 2 y me dieron muchísima leche caliente.servicio a la habitación 24 horas.lo ame ,lo recomiendo 100 ",,10.0,2025-05-02,fabuloso
meliá valencia,españa,suite junior supreme the level,2,pareja,excepcional,estuvo todo muy bien,,10.0,2025-05-01,fabuloso
meliá valencia,españa,suite junior supreme the level,5,familia,unos dias estupendos en el hotel,"la habitacion, y las vistas",piscina muy pequeña para tanto hotel,9.0,2025-04-28,fabuloso
meliá valencia,españa,habitación meliá,1,pareja,excepcional,desayuno,,10.0,2025-04-24,fabuloso
meliá valencia,españa,habitación meliá,2,familia,una habitación muy confortable con vistas a la ciudad,"la habitación era muy amplia y cómoda para descansar , con unas vistas a la ciudad increíbles . pero lo que más me gustó fue la tranquilidad y el silencio y lo confortable de las camas. si puedo repetiré. muchas gracias por la bonita habitación cara lanzando un beso","que el spa iba aparte del precio , podrían hacer algún descuento por ser clientes del hotel.",10.0,2025-04-23,fabuloso
meliá valencia,españa,habitación meliá con vistas - 1 cama extragrande,2,pareja,recomendado,"muy moderno, la habitación increíble, vistas espectaculares.",está lejos del centro,10.0,2025-04-23,fabuloso
meliá valencia,españa,suite junior,1,pareja,para repetir en proximo viaje,habitación y vistas,,10.0,2025-04-10,fabuloso
meliá valencia,españa,suite junior,1,pareja,fantástico,"trato personal, vistas y gym",olía un poco el baño a cerrado,9.0,2025-03-27,fabuloso
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,grupo,muy bien,la habitación y el baño,una botella de agua abierta y bebida en la habitación y el mando de la tele iba muy raro junto a la tele.,8.0,2025-03-02,fabuloso
meliá valencia,españa,habitación meliá,1,familia,fantástico,"nos gustó, las instalaciones y la decoración",,9.0,2025-03-02,fabuloso
meliá valencia,españa,habitación meliá,2,pareja,muy bien,cumple con las expectativas de un melià. la habitación tenía muy buenas vistas.,el personal de recepción no fue muy amable,8.0,2025-02-28,fabuloso
