nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
silken puerta valencia,españa,,4,persona que viaja sola,calidad precio de la estancia....aceptable,"no tuve desayuno y si entraba en el precio pagado, nadie me informó. por lo tanto no puedo valorarlo el personal fue lo mejor, super amables y dispuestos a ayudar siempre señal de aprobación con la mano tono de piel claro medio","estuve en una habitación para movilidad reducida, pero las instalaciones del wc inodoro , no tiene más q una barrera pequeña en la pared, así q la transferencia desde mi silla símbolo de silla de ruedas fue imposible cara gritando de miedo .los grifos de la pared de la ducha resultan inaccesibles desde la silla de ducha xq están muy lejos, deberían estar a mitad del plato de ducha. el proyecto del arquitecto queda muy lejos de ser accesible.",8.0,2025-12-18,fabuloso
silken puerta valencia,españa,,2,pareja,perfecto fin de semana,las camas son muy cómodas,todo está bien,9.0,2025-12-14,fabuloso
silken puerta valencia,españa,,1,pareja,ideal para escapada de fin de semana,"todo muy limpio, habitación amplia y cómoda",la almohada un poco incómoda,10.0,2025-12-02,fabuloso
silken puerta valencia,españa,,2,pareja,atención al cliente premiun,"el personal de primera. tuvimos un percance de salud y se ocuparon incluso de avisar a un médico que nos atendió en la habitación , además de facilitarnos la estancia con la máxima atención y esmero, hasta incluso el momento de la salida, facilitándonos un last check out. absolutamente recomendables. en las situaciones adversas es donde se demuestra el compromiso del personal con la forma de atender el servicio de una marca. por todo lo demás el hotel está sobradamente a la altura de nuestras expectativas.",todo perfecto nada que reseñar,10.0,2025-11-23,fabuloso
silken puerta valencia,españa,habitación doble con terraza,1,pareja,excepcional,todo perfecto. lugar idílico para ocasión más que especial. personal excelente. volveré sin duda alguna.,,10.0,2025-11-16,fabuloso
silken puerta valencia,españa,,2,pareja,breve pero colmada estancia.,"el personal es muy amable y atento. desayuno muy variado y bueno, las cenas es forma de menú. hay parking en el hotel de fácil acceso.",al ser una calle muy transitada se escucha un poco el ruido de los coches.,9.0,2025-11-12,fabuloso
silken puerta valencia,españa,,1,familia,"buen hotel, muy limpio, confortable. el desayuno súper variado. buena atención.",los colchones son increíbles de cómodos. el desayuno súper variado. muy buena atención.,"creo que el parking debiera ser por 24hs desde que llegas, sea la hora a la que se haga el checking.",9.0,2025-11-12,fabuloso
silken puerta valencia,españa,,2,persona que viaja sola,buena opción para valencia,"buen hotel cerca del centro y de la ciudad de las artes, en una zona tranquila. buenas instalaciones, muy buen personal y buena atención. el desayuno, sin ser espectacular, está muy bien","la luz blanca en la habitación y zonas comunes, devalúa la calidad del hotel.",8.0,2025-10-24,fabuloso
silken puerta valencia,colombia,,2,pareja,excepcional,muy cómodo,un poco lejos del casco histórico pero no fue problema,10.0,2025-09-18,fabuloso
silken puerta valencia,argentina,,3,pareja,mal servicio internet,desayuno,muy malo el servicio de internet,8.0,2025-09-11,fabuloso
silken puerta valencia,españa,,4,familia,recomendable,buena ubicación y comodidad.,al grifo de la ducha cuesta cogerle el punto a la temperatura del agua.,8.0,2025-09-08,fabuloso
silken puerta valencia,españa,,1,familia,"agradable estancia en valencia, con buena ubicación.","la limpieza y tamaño de la habitación, así como la amabilidad del personal, sobre todo, laura de recepción.","el poco espacio entre las mesas del desayuno y la poca disponibilidad de las mismas, así como la calidad de algunos de los alimentos, como los croissants, entre otros.",8.0,2025-09-08,fabuloso
silken puerta valencia,argentina,,2,pareja,agradable,la atención del personal,la ubicación,8.0,2025-08-28,fabuloso
silken puerta valencia,españa,,3,pareja,muy buen hotel,"la suit junior es increible, el edificio muy bonito y un personal muy amable.","teníamos una ventana que no cerraba del todo bien,  culpa nuestra de no avisar a repecion . además, la cena podría mejorar, especialmente en la calidad de los segundos platos.",10.0,2025-08-27,fabuloso
silken puerta valencia,españa,,2,familia,hotel elegante en valencia,habitaciones amplias y modernas,"hay que caminar un poco al centro, pero a cambio tiene al lado los jardines del túria.",9.0,2025-08-24,fabuloso
silken puerta valencia,españa,,2,pareja,excepcional,las instalaciones y el tamaño de las habitaciones y plazas de parking.,el desagüe del lavamanos no tragaba bien y desprendía un fuerte olor hasta que el agua se iba completamente.,10.0,2025-08-21,fabuloso
silken puerta valencia,españa,,5,grupo,excelente,"cerca del centro, habitación amplia y muy buen trato del personal, volvería a ir al mismo hotel",,9.0,2025-08-20,fabuloso
silken puerta valencia,españa,,3,pareja,excepcional,instalaciones y situacion,,10.0,2025-08-19,fabuloso
silken puerta valencia,españa,,3,familia,volvería y repetiría el mismo hotel,"la habitación nos encantó. el buffet del desayuno muy bueno. lo que si me sorprendió es el servicio de limpieza de la luna del vehículo no me ha pasado eso en ningún hotel que he ido, felicito personalmente al personal de vigilancia del parking.","que se terminó muy pronto, y por poner alguna pega la temperatura del grifo de la ducha",8.0,2025-08-18,fabuloso
silken puerta valencia,españa,,2,pareja,volvería sin dudar,me encantó todo tanto la ubicación como el servicio como la amabilidad de la recepción!!,,10.0,2025-08-16,fabuloso
silken puerta valencia,españa,,5,pareja,hotel tranquilo y con buen personal.,"buen buffet dedayunos , buen precio en la cafetería y muy buena calidad de cocina y personal.",la ducha o sañe el agua muy caliente o fria.,10.0,2025-08-09,fabuloso
silken puerta valencia,españa,habitación doble con terraza,2,pareja,recomendado,"bien situado, limpio, las habitaciones con terraza muy amplias. el detalle de los jabones de rituals nos encantó. parking amplio.",,10.0,2025-08-06,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,estaba todo bien,todo perfecto,10.0,2025-08-02,fabuloso
silken puerta valencia,españa,,4,pareja,parking,que disponga de cargadores para coches eléctricos,que no fuera gratis el parking para los huéspedes,10.0,2025-07-29,fabuloso
silken puerta valencia,españa,,3,pareja,días de desconexión increíbles,"habitación suite grande y cómoda, buffet desayuno con todo tipo de comida disponible y el menú en la cena, buenísimo y estupendamente atendidos por janice y andrés.","que no haya una pequeña piscina con terraza o algo parecido, pero eso ya se sabía.",10.0,2025-07-25,fabuloso
silken puerta valencia,españa,,3,pareja,estancia cómoda,la habitación estaba muy limpia y se estaba cómodo en ella.,"al llegar tuvimos que poner los datos de la tarjeta bancaria según la chica de recepción  por garantía , es la primera vez que nos pasa una situación así y la verdad que no me hizo mucha gracia pero ya habíamos pagado por adelantado así que un poco a regañadientes accedimos  y por destacar no es que sea algo malo pero si que es cierto que las almohadas no resultan del todo cómodas a la hora de dormir pero todo lo demás estuvo bien.",8.0,2025-07-22,fabuloso
silken puerta valencia,españa,,1,pareja,muy buen descanso,"todo en general. las camas muy cómodas, habitación amplia. no era un viaje por ocio, lo cogimos porque al día siguiente teníamos que estar muy temprano en valencia y fue un acierto. descansamos genial. cogimos el parking  15  , y tuvieron la cortesía de limpiar nuestra luna y el de los demás huéspedes.",,10.0,2025-07-15,fabuloso
silken puerta valencia,españa,,2,familia,fantástico,"está muy bien ubicado, es cómodo y todo estaba muy limpio",,9.0,2025-07-15,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,la habitación con esa terraza exterior que fue un regalo en la mañana,,10.0,2025-07-14,fabuloso
silken puerta valencia,españa,habitación doble con terraza,2,pareja,excepcional,"la verdad es que todo, sobre todo la profesionalidad del personal.",,10.0,2025-07-07,fabuloso
silken puerta valencia,españa,,2,pareja,excepcional,"desayuno, limpieza, habitación confortable",,10.0,2025-07-07,fabuloso
silken puerta valencia,españa,,1,persona que viaja sola,hermosa experiencia,"los servicios del hotel, la atención recibida y la amplitud de la habitación y todo tipo de detalle dentro de ella. me encantó.",no poder quedarme más noches,10.0,2025-07-06,fabuloso
silken puerta valencia,españa,,1,pareja,"lo tendre como favorito cuando vuelva otra vez pero por mas tiempo, gracias un saludo al personal",la limpieza y la temperatura de la habitacion con la que estaba cayendo en la calle. y el confort de la cama quedamos contentos con el trato del personal,que te cobren el cafe aparte del menu.que por cierto estaba muy bueno.,9.0,2025-07-02,fabuloso
silken puerta valencia,españa,,2,pareja,a gusto,todo en general,,10.0,2025-06-29,fabuloso
silken puerta valencia,españa,,1,pareja,experiencia,el espacio muy amplio y la nevera incluida es lo mejor,falta un poco más de iluminación,10.0,2025-06-22,fabuloso
silken puerta valencia,españa,,1,grupo,buena relación calidad precio en valencia,"buena situación, habitaciones cómodas y parking en el mismo hotel.","falta de buena climatización en el hall cafetería  verano , la cafetería un poco pequeña y falta de cafetera boiler en la habitación.",8.0,2025-06-22,fabuloso
silken puerta valencia,españa,,2,pareja,gran experiencia,habitaciones muy comodas y amplias,la oferta de desayuno es un poco cara pero en la zona hay varios restaurantes con buenas opciones,9.0,2025-06-16,fabuloso
silken puerta valencia,españa,,1,grupo,fantástico,la habitación era muy buena,,9.0,2025-06-02,fabuloso
silken puerta valencia,españa,,1,grupo,excepcional,ubicacion y desayuno,,10.0,2025-05-07,fabuloso
silken puerta valencia,argentina,,1,pareja,muy buen hotel tanto para viaje por vacaciones o trabajo,"muy buen hotel. gran desayuno. y la atención del personal siempre dispuestos a ayudarte. la ubicación es buena, ya que el acceso es cómodo, sobre todo si estas con auto.",,10.0,2025-05-05,fabuloso
silken puerta valencia,españa,,3,familia,todo perfecto,buena ubicación. muy buen trato de todo el personal. habitaciones espaciosas y todo muy limpio.,,10.0,2025-05-05,fabuloso
silken puerta valencia,españa,,4,pareja,fantástico,"bien situado, el barman todo un crack y el tema de seguridad explendido.",,9.0,2025-04-29,fabuloso
silken puerta valencia,españa,,1,pareja,muy bien situado práctico y muy confortable,mucho y bien situado,todo estaba muy bien,10.0,2025-04-29,fabuloso
silken puerta valencia,españa,,3,pareja,fantástico,"sobre el desayuno no puedo opinar,ya que no lo utilicé.","poder desayunar ,no bufé, antes de las diez horas",9.0,2025-04-27,fabuloso
silken puerta valencia,colombia,,1,familia,excepcional,comodidad y servicio del personal,el teléfono de la habitación no servía y el agua de la ducha se pasaba al resto del baño,10.0,2025-04-27,fabuloso
silken puerta valencia,argentina,,2,grupo,excepcional,la atención de su personal,todo perfecto señal de aprobación con la mano,10.0,2025-04-26,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,fantástico,todo perfecto,10.0,2025-04-20,fabuloso
silken puerta valencia,españa,,4,pareja,excepcional,plaza de garaje amplia baño reformado limpieza,,10.0,2025-04-17,fabuloso
silken puerta valencia,españa,,3,grupo,perfecta,"habitación tranquila , silenciosa y en general hotel tranquilo",,9.0,2025-04-08,fabuloso
silken puerta valencia,españa,,1,persona que viaja sola,"muy buena ubicación, limpio y acogedor.","limpieza perfecta el personal muy amable, atento y competente.",,9.0,2025-04-05,fabuloso
silken puerta valencia,españa,,1,pareja,fantástico,siempre elijo este hotel cuando viajo a valencia. muy cómodo,,10.0,2025-04-05,fabuloso
silken puerta valencia,méxico,,1,pareja,excepcional,más la ubicación,,10.0,2025-03-28,fabuloso
silken puerta valencia,suiza,habitación doble con terraza,5,pareja,fantástico,"limpieza, instalaciones y atención del personal.",todo estuvo perfecto!,9.0,2025-03-20,fabuloso
silken puerta valencia,españa,,2,pareja,silken puerta de valencia nunca defrauda,calidad de las instalaciones y magnífico trato del personal,,10.0,2025-03-20,fabuloso
silken puerta valencia,españa,,1,pareja,buena ubicación y buen trato,la localización,que no hubo posibilidad de cama de matrimonio y que el buffet era un poco escaso,8.0,2025-03-14,fabuloso
silken puerta valencia,españa,,3,pareja,estuvimos muy a gusto y muy céntrico. los de recepción muy amables,el desayuno nos gustó mucho y había mucha variedad lo mejor es que tenía todo tipo de leches incluso la de avena que es la que tomo yo . fue un buen detalle,las mesas del desayuno demasiado juntas con poco espacio,8.0,2025-03-03,fabuloso
silken puerta valencia,españa,,2,persona que viaja sola,buena estancia,"el servicio increíble, las chicas de recepción y de la cafeteria muy amables! la habitación muy limpia. muy buena opción pulgar hacia arriba",todo correcto marca de verificación,10.0,2025-03-02,fabuloso
silken puerta valencia,españa,,2,familia,excepcional,"ubicación,servicio y instalaciones",,10.0,2025-02-23,fabuloso
silken puerta valencia,españa,,3,pareja,excepcional,la cama era muy cómoda y no había ruídos del exterior.,por la noche había gente gritando en los pasillos.,10.0,2025-02-23,fabuloso
silken puerta valencia,españa,,2,pareja,muy bien,habitaciones amplias y modernas,"que en el restaurante del hotel no te den de comer si no tienes contratada comidas con la estancia,no entiendo entonces para que tienen una carta a la vista de todos los clientes.me pareció ridículo.",8.0,2025-02-23,fabuloso
silken puerta valencia,españa,,1,pareja,fantástico,"habitaciones amplias y bien aisladas, desayuno muy completo, amabilidad de camareros y recepcionistas y un parquing amplio y supercomodo.",,9.0,2025-02-18,fabuloso
silken puerta valencia,españa,,1,pareja,alojamiento confortable.,"muy confortable, para descansar bien. cama 200 cm de largo. muy limpio. bien climatizado. aislamiento acústico. habitación amplia. agua, de cortesía.",---,9.0,2025-02-10,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,"todo en general, moderno, limpio etc.. lo recomiendo",,10.0,2025-02-10,fabuloso
silken puerta valencia,argentina,,1,grupo,excepcional,la habitación muy amplia y el baño también. todo impecable!,,10.0,2025-02-08,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,instalación,,10.0,2025-02-08,fabuloso
silken puerta valencia,uruguay,,3,persona que viaja sola,excelente,"la habitación estuvo excelente, espaciosa, amplio baño, muy buena cama.","nada, todo muy bien.",9.0,2025-02-06,fabuloso
silken puerta valencia,españa,,2,pareja,fantástico,el desayuno era muy completo y variado.,,9.0,2025-02-02,fabuloso
silken puerta valencia,españa,,1,familia,para repetir,"instalaciones nuevas, espaciosas, limpio. fue todo estupendo. desayuno de calidad, muy completo.","por poner algo negativo, hay que esperar un poco en los ascensores. no son muy grandes y son un poco lentos. pero vamos, una minucia.",10.0,2025-01-27,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,"la estancia ha sido muy comoda y agradable, me ha encantado el baño y sobretodo el cabezal alto con luz led detras","eramos 2 personas y solo dejaron un cepillo de dientes, son simples detalles pero deberian tener en cuenta la cantidad de huespedes a la hora de poner este tipo de cosas a disposicion",10.0,2025-01-26,fabuloso
silken puerta valencia,españa,,2,familia,fantástico,"amplitud de la habitación, limpieza, ubicación, amabilidad del personal",carta de comida con algunas limitaciones para personas mayores,9.0,2025-01-26,fabuloso
silken puerta valencia,españa,,1,familia,fantástico,ubicación y habitaciones amplias,,9.0,2025-01-19,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,la amabilidad del personal,,10.0,2025-01-16,fabuloso
silken puerta valencia,españa,,1,persona que viaja sola,fantástico,cómodo,algunas personas de recepción de mañana no están a la altura para manejar problemas,9.0,2025-01-16,fabuloso
silken puerta valencia,españa,,2,grupo,ideal,habitación amplia y servicio perfecto,,10.0,2025-01-12,fabuloso
silken puerta valencia,españa,,1,familia,excepcional,el confort de la habitación,la baja conexión del wifi,10.0,2025-01-12,fabuloso
silken puerta valencia,españa,,2,pareja,estupendo,"nos gusto el hotel en si es limpio , comodo y buena ubicacion",que no tenga cafetera en las habitaciones,9.0,2025-01-11,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,en general todo,las paredes un poco finas y parecía que estaban dentro de nuestra habitación los de al lado,10.0,2025-01-06,fabuloso
silken puerta valencia,españa,,1,pareja,muy buena opción,muy buenas instalaciones y ubicación,el colchón de la cama,8.0,2025-01-06,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,atención por parte del personal excelente,,10.0,2025-01-04,fabuloso
silken puerta valencia,españa,,2,pareja,hotel perfecto y agradable,"la comodidad de las camas, la tranquilidad, el desayuno completo y variado, el parking amplio, detallazo que te limpian el parabrisas del coche todos los días, en general la valoración de la estancia ha sido muy positiva, sin duda un buen hotel para disfrutar de valencia.",,10.0,2024-12-30,fabuloso
silken puerta valencia,españa,,1,familia,todo genial,"personal amable, todo limpio, me dejaron el cristal del coche limpio",los cojines un poco blandos por decir algo,10.0,2024-12-29,fabuloso
silken puerta valencia,españa,,1,pareja,muy cómodo y limpio,"el personal, , la comodidad y la limpieza son excepcionales. el suite muy amplio y muy acogedor, cama muy cómoda con las sábanas impecables y tacto suave, todo en perfecto orden y limpieza",la comida en el restaurante  menú del día  no estaba muy sabrosa ni elaborada. la ubicación céntrica tiene la desventaja de que hay mucho ruido de la carretera que es de 4 carriles,10.0,2024-12-11,fabuloso
silken puerta valencia,españa,,3,familia,genial!,"nos ha encantado el hotel en si, y también la media pensión con la cena  todos los días super rica!!!! . con nuestra pequeña han estado muy acogedores y simpáticos. la habitación genial de tamaño y cómoda. en un paseo llegas a todos sitios, y para los más pequeños hay cerca el parque gulliver que es una pasada! también la ciudad de las artes y las ciencias cerquita. en resumen, la ubicación para nuestro gusto muy bien!","por decir algo, diríamos que en el desayuno siempre había lo mismo. y que no hay carteles en cada alimento para saber qué es  un cartel genérico con el listado de todo, si, pero no es práctico ni visual .",10.0,2024-12-08,fabuloso
silken puerta valencia,españa,,1,pareja,muy muy bueno,todo y nos limpiaron la luna del coche sin decírselo. un detalle,,10.0,2024-12-08,fabuloso
silken puerta valencia,españa,,2,familia,muy agradable,la habitación era muy confortable y la ubicación muy buena para ir andando a los diferentes lugares que queríamos visitar.,,9.0,2024-12-07,fabuloso
silken puerta valencia,españa,,2,pareja,noche en valencia,"todo en general ha sido estupendo. hemos estado como en casa. la habitación es grande y la cama comodisima, todos los amenities necesarios y una sala de estar donde poder descansar sin lugar de utilizar la cama. relación calidad precio estamos más que contentos.",,10.0,2024-12-02,fabuloso
silken puerta valencia,españa,,2,persona que viaja sola,excelente en todo,variedad en el desayuno,,10.0,2024-11-25,fabuloso
silken puerta valencia,españa,,1,pareja,excelente ubicación en valencia,muy limpio y muy bien ubicado,punto negativo fueron las 2 camas no cómodas para una pareja,10.0,2024-11-24,fabuloso
silken puerta valencia,españa,,2,familia,estancia placentera,"buenas habitaciones, camas confortables, la almohada regular. el personal excelente, la chica que nos atendió en el desayuno fue encantadora. sin duda repetiré",,10.0,2024-11-21,fabuloso
silken puerta valencia,españa,,3,pareja,un sitio tranquilo cerca de todo,la comodidad,los precios del bar,9.0,2024-11-12,fabuloso
silken puerta valencia,uruguay,,2,grupo,fantástico,"muy biena relacion precio calidad. las insralaciones muy comodas, muy buena limpieza y el personal, simpatico y dispuesto, respondio a todas nuestras inquietudes.",,9.0,2024-11-02,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,las instalaciones y la ubicación,,10.0,2024-10-24,fabuloso
silken puerta valencia,españa,,4,pareja,muy buen hotel,"ubicación, parking propio, habitación en general, baño, personal del hotel",,9.0,2024-10-09,fabuloso
silken puerta valencia,españa,,1,pareja,fantástico,"habitación amplia , camas confortables y amabilidad del personal de",,9.0,2024-10-08,fabuloso
silken puerta valencia,españa,,1,pareja,muy buena experiencia en alojamiento y desayuno,en general todo ha estado muy bien,,10.0,2024-10-06,fabuloso
silken puerta valencia,españa,,3,pareja,excepcional,todo excelente el mejor hotel de valencia,,10.0,2024-10-01,fabuloso
silken puerta valencia,españa,,3,grupo,fantástico,la habitación,,9.0,2024-09-24,fabuloso
silken puerta valencia,méxico,,3,persona que viaja sola,excelente servicio de media pensiòn,servicio de media pensión excelente.,,10.0,2024-09-17,fabuloso
silken puerta valencia,francia,,7,pareja,me encanto la estadía,"nos gusto mucho la amabilidad de todas las personas que trabajan dentro del hotel, la limpieza es excelente.","me gustaría que el menú que tienen para la cena tuviera más opciones, como pastas y arroces.",10.0,2024-09-04,fabuloso
silken puerta valencia,españa,habitación doble con terraza,3,pareja,excepcional,de 10 tanto el trato del personal como las habitaciones y la limpieza,,10.0,2024-08-24,fabuloso
silken puerta valencia,españa,,5,pareja,escapada a valencia,"el personal muy amable, la limpieza de la habitación, la iluminación en el baño y en el parking que limpiarán el parabrisas del coche todos los días.",estábamos alojados en una quinta planta y se oia bastante el tráfico. los ascensores había que esperar mucho tiempo.,8.0,2024-08-24,fabuloso
silken puerta valencia,españa,,1,familia,excepcional,"como solo íbamos una noche y además con un bebé, nos hicieron de forma gratuita el cambio a la suite ejecutiva para que tuviéramos más espacio. además, nos limpiaron los cristales del coche gratis en el parking.",,10.0,2024-08-16,fabuloso
silken puerta valencia,españa,,3,familia,excepcional,excelente señal de aprobación con la mano en todos los sentidos,,10.0,2024-08-12,fabuloso
silken puerta valencia,españa,,1,pareja,espectacular,nos gustó todo en realidad espectacular todo,,10.0,2024-08-12,fabuloso
silken puerta valencia,españa,,1,pareja,excepcional,"acceso fácil, buena ubicación, personal atento y amable.",,10.0,2024-08-04,fabuloso
silken puerta valencia,españa,habitación doble con terraza,2,pareja,excepcional,,la ubicación de la tv,10.0,2024-07-30,fabuloso
silken puerta valencia,españa,habitación doble con terraza,1,pareja,perfecta estancia,la estancia fue perfecta. la tranquilidad y la limpieza. la cama enorme y cómoda y el gusto por los pequeños detalles.,"todo perfecto, aunque, por decir algo... un espejo de cuerpo entero estaría genial.",10.0,2024-07-30,fabuloso
silken puerta valencia,españa,,2,pareja,excelente hotel,"ubicación, limpieza y el trato personal.",,10.0,2024-07-29,fabuloso
silken puerta valencia,españa,,3,familia,repetiría sin dudarlo,instalaciones y personal.,,10.0,2024-07-24,fabuloso
silken puerta valencia,españa,,1,familia,muy bien,"estaba todo muy limpio, nuevo y las camas muy cómodas. muy bueno el desayuno y el personal muy amable.",que tuvimos la mala suerte de que nuestra habitación era la primera planta y daba a un patio donde estaban lis aires acondicionados y se oía mucho ruido.,8.0,2024-07-24,fabuloso
