web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
1776285103-11,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Noelia,España,Habitación Individual Estándar,3 noches ·,Persona que viaja sola,Excepcional,Me encanta todo,,10,Fecha del comentario: 14 de agosto de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-12,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Acuña,Argentina,Habitación Doble con vistas al mar,3 noches ·,En familia,Fantástico,"Muy bueno el desayuno,  bien ubicado",,"9,0",Fecha del comentario: 14 de agosto de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-13,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Graf,Suiza,Habitación Individual Estándar,2 noches ·,Persona que viaja sola,Todo excelente!!,Todo,Nada,10,Fecha del comentario: 9 de agosto de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-14,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Alberto,España,Habitación Individual Estándar,4 noches ·,Persona que viaja sola,Fantástico,"El desayuno buffet es completo y muy variado. La cama supercómoda. El solarium en la azotea es un punto fuerte del hotel, con unas vistas de toda la bahía de Palma. La playa está a escasos metros","Que los armarios no tuvieran puertas y que el lavabo estuviera fuera del baño.
Las piscinas, bueno, la de la planta baja está un poco encajonada y la de la azotea cubre por la cintura.","9,0",Fecha del comentario: 2 de agosto de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-15,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Ana,España,Habitación Doble con vistas al mar,5 noches ·,En familia,Muy bien,La cercanía a la playa... excelente limpieza de las habitaciones,"Poca variedad ven el buffet de la cena, el del desayuno excelente
Atasco en los ascensores","8,0",Fecha del comentario: 5 de julio de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-16,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Diana,Italia,Habitación Doble con vistas laterales al mar,4 noches ·,En familia,Excepcional,El personal fue siempre muy amable. El desayuno es muy rico y variado. Las instalaciones en esta época del año no estaban abarrotadas de gente. Teníamos que dejar el hotel a las 5 de la mañana porque nuestro vuelo partía temprano y nos preparaon un pequeño desayuno. La terraza es muy bonita.,"Creo que sería más cómodo tener la información sobre los horarios y menú del hotel impresa en la habitación o en el sitio web. Se podía acceder a ella mediante un video en la tv que iba muy rápido y hacía imposible leerla. Para usar los ascensores generalmente había que esperar porque sólo hay dos. Si contratas el servicio con cena ten en cuenta que deberás pagar la bebida a parte. Un agua de 500ml costaba €2,95 lo cual nos pareció un poco caro.",10,Fecha del comentario: 13 de junio de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-17,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Lechat,Francia,Habitación Doble con vistas a la piscina,1 noche ·,En familia,Perfecto,Todo,Nada,10,Fecha del comentario: 2 de junio de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-18,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Dulcita01,Chile,Habitación Individual Estándar,4 noches ·,En grupo,"Excelente y bien ubicado hotel. Limpio, amplio y con vistas hermosas a la playa y la puesta de sol.","Me encantó este hotel. Esta muy bien ubicado, al frente de la playa. Tiene una terraza hermosa en el techo donde se puede apreciar la puesta de sol! La habitación era muy comoda y el baño amplio. El desayuno de los mejores que he probado, pues tenia muchísima variedad de todo. Excelente hotel. Volvería feliz!",No tengo nada que decir.,"9,0",Fecha del comentario: 29 de mayo de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-19,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Helena,España,Habitación Individual Estándar,2 noches ·,Persona que viaja sola,Una agradable estancia cerca del mar.,"El hotel tiene unas vistas fantàsticas de la bahia de Palma.
Las habitaciones son confortables y espaciosas, con una terraza muy agradable.
Y las vistas desde la piscina, impresionantes.","El desayuno era variado y abundante, aunque eché en falta algo más de oferta para las personas celíacas o intolerantes a los productos lácteos, como era mi caso: yogures de soja o coco, o pan y galletas sin gluten.","9,0",Fecha del comentario: 23 de mayo de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-20,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Raquel,España,Habitación Doble con vistas al mar,3 noches ·,En pareja,Volveré,"Ubicación, servicios, personal",,10,Fecha del comentario: 13 de mayo de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-21,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Justyna,Polonia,Habitación Individual Estándar,1 noche ·,Persona que viaja sola,Fantástico,"Terrace con la piascina, ubicación, sunset",Musica!!! 3 canciones todo el tiempo.,"9,0",Fecha del comentario: 29 de abril de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-22,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Felix,España,Habitación Individual Estándar,1 noche ·,Persona que viaja sola,Excepcional,La limpieza y el personal,,10,Fecha del comentario: 20 de abril de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-23,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Toribio,España,Habitación Doble con vistas al mar,1 noche ·,En familia,Habitación bonita y cómoda frente al mar,"El trato del personal y las instalaciones del hotel, super bien. La ubicación genial respecto al aeropuerto y la playa, varios sitios para comer bien en los alrededores.","El buffet de la cena era variado pero no todo lo que probamos estaba delicioso, diría que este aspecto fue lo más flojo del hotel. El buffet del desayuno mejor.","8,0",Fecha del comentario: 3 de abril de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-24,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Maire,Irlanda,Habitación Individual Estándar,1 noche ·,Persona que viaja sola,Excepcional,Todo. La localización.,Nada,10,Fecha del comentario: 24 de enero de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
